,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_subj(7.Sudden).12,2.6232891830311025,0.246880581341073,2.2357415329315504,2.459794971557957,2.59347825658529,2.7497509692940874,3.210920586378776,0.0057997730106406666
a_subj(8.Gradual).1,2.9982743858259084,0.21606293868516527,2.601999323119455,2.849440692944941,2.9872664005591227,3.1377966563011785,3.4466616046838645,0.00385500155501994
a_subj(8.Gradual).3,2.999748705847732,0.5348769705500598,2.2787439662826316,2.630138820094899,2.8756361807819446,3.2304248722045656,4.40175825665056,0.021084604409353825
a_subj(8.Gradual).5,1.8015626246175271,0.10420927479841403,1.6077815156708308,1.7301570144635798,1.7976886937364287,1.8704959062197983,2.016121594882706,0.0012538662154835088
a_subj(8.Gradual).7,1.7051229370444048,0.1197399901710938,1.4842779057740854,1.6228305588082654,1.6999766696192256,1.783057300695261,1.9523452614899275,0.001353980324853274
a_subj(8.Gradual).9,2.180466550301736,0.12163503713291292,1.95301463951271,2.0968187069510758,2.1767879247492004,2.2598924033829366,2.42600838073826,0.0013361494845506485
a_subj(8.Gradual).11,3.1183449251005135,0.238180732867787,2.6826023489325155,2.9538481937235326,3.1053160517309615,3.2688817100347625,3.6262318577840307,0.0038858148513127065
a_subj(8.Gradual).13,3.12301815233964,0.18847000441180317,2.7759321393854304,2.9951987770066206,3.114640268907551,3.2452000373748593,3.507558370636483,0.0023227076562961115
a_subj(8.Sudden).0,2.6929949725528357,0.541035897751102,1.8893145118035073,2.2388124051384044,2.628837153307878,3.0874392069585173,3.845690539688523,0.029767895042998642
a_subj(8.Sudden).2,3.209010198360422,0.3861354851539304,2.5136823913371398,2.9437194009766072,3.1750916476003255,3.451194188170748,4.050835605238188,0.015154660279096602
a_subj(8.Sudden).4,3.9018346206497556,0.40034304173461616,3.1537506455276616,3.63070257008888,3.882488018869165,4.1701585861604435,4.721470677015122,0.01287952829022719
a_subj(8.Sudden).6,2.2326248486161155,0.15446791799366152,1.9498827277583501,2.1255443791370485,2.228031530046057,2.3343501667978863,2.550290498225621,0.0018994683072093743
a_subj(8.Sudden).8,1.9073099122223987,0.1835170537013105,1.6017841130307826,1.7789318678595298,1.8885712880171874,2.0139019670233775,2.3254779129968917,0.004205002224053332
a_subj(8.Sudden).10,1.610630760764341,0.08859254242575096,1.4469123275379192,1.5487894013863581,1.6079886176267286,1.6687600504196665,1.7928365771454913,0.0009746012232746823
a_subj(8.Sudden).12,2.1887102207538303,0.15939716765947953,1.8901129217278876,2.0816189471371445,2.1831790867817387,2.2909946791632394,2.5151047477439663,0.0021021207959547135
a_subj(9.Gradual).1,2.937451335021036,0.19953144669622275,2.5650568348584017,2.8044937525973896,2.9299595448724713,3.066555131626192,3.3473000444849204,0.0034884414559336573
a_subj(9.Gradual).3,2.292856912704127,0.14109211961047546,2.0371100635249553,2.1949721252309446,2.286729023281441,2.383742263791067,2.5845183280227286,0.002509184031483737
a_subj(9.Gradual).5,1.1613121243634856,0.07511153291082615,1.0249806371659111,1.1088036747489252,1.1574949443731386,1.2093464625760295,1.321057270954733,0.0012307018976541017
a_subj(9.Gradual).7,1.5760305309386726,0.09632806117828667,1.3978348658632735,1.5098605678833104,1.5717028588065278,1.6384517449969231,1.775318840495232,0.0011762431734184669
a_subj(9.Gradual).9,2.4864358905410566,0.1539596681036397,2.2010401585630377,2.3820559758399122,2.481383471213411,2.5873043268879856,2.8069529208544415,0.0017097891550921021
a_subj(9.Gradual).11,1.9381714290820435,0.18852193911502382,1.5969896202939018,1.8064399220555127,1.9270352469204037,2.0569533215487072,2.33550906880151,0.004063463273077205
a_subj(9.Gradual).13,2.175467089795173,0.1339459052037225,1.9252370402090069,2.0821590067711293,2.1715966711549637,2.264839268338485,2.451599530948296,0.0015665862807224113
a_subj(9.Sudden).0,1.54964042222358,0.11185891368695962,1.3418278038915443,1.472515268980012,1.5446471658187622,1.6220101063242707,1.7819422088882813,0.0017377126911785872
a_subj(9.Sudden).2,2.4468792672687805,0.25767038902287576,1.9898958462928666,2.2693335093388924,2.428247379611827,2.6085616861827328,3.0047264484184213,0.008750135163781082
a_subj(9.Sudden).4,1.907279834032351,0.14725383290614555,1.6412798820069598,1.805014756543971,1.8993801834888662,1.99923181534056,2.2170436423782647,0.0023489372407052176
a_subj(9.Sudden).6,5.146312460946153,0.5033913864768941,4.184222372012554,4.808216725953617,5.128426028102401,5.466683244194989,6.1987397406859746,0.017129237645777312
a_subj(9.Sudden).8,1.4920158689935974,0.09915470397941245,1.3108499573507404,1.4243009253253067,1.4869558129677847,1.5545157772230678,1.7004003201950635,0.0012772176399087109
a_subj(9.Sudden).10,1.4401644780699758,0.07889421075427312,1.2958285490911123,1.3846563259584705,1.4368918989902213,1.4911322522279111,1.6025794072282427,0.0009510494082912377
a_subj(9.Sudden).12,2.696986317608326,0.30840240328615426,2.220861500634706,2.4816419207995777,2.6476470231689837,2.8569253545230673,3.465677422400388,0.007965177664565717
a_subj(10.Gradual).1,3.0650919708862676,0.2726031102582063,2.5858304639224237,2.8742276250523413,3.045000985837812,3.232668892389217,3.6637311776423864,0.006133645970004252
a_subj(10.Gradual).3,4.558008233444782,1.7295970053413177,2.3359767802191813,2.697370893824154,4.949471411616944,5.970104922344747,7.580242132478834,0.15672023962745626
a_subj(10.Gradual).5,1.2949605782175642,0.08371688696650292,1.1393589437187752,1.2366233682734573,1.2924513038746168,1.3497279179113255,1.4675184863732893,0.0009996263105957431
a_subj(10.Gradual).7,1.383357816175558,0.09337695605744632,1.2114098363606767,1.3182938220847755,1.3800429195366968,1.4428451276145455,1.581860637452778,0.0011220744002644392
a_subj(10.Gradual).9,2.0151631104914633,0.1320605004852509,1.7712058297636493,1.9233341664091028,2.0102665491691765,2.1004811606326497,2.287305173933714,0.0015433972179181913
a_subj(10.Gradual).11,2.0001693911482508,0.17229103337631782,1.6897438619201774,1.882312181797416,1.9911319226130852,2.1070592419578253,2.373147519955289,0.0032428269142399484
a_subj(10.Gradual).13,1.8535513752691255,0.10591755384548501,1.6516864914721388,1.7805221132619118,1.85129920882999,1.9229328454765207,2.066969071696723,0.0011219210517958923
a_subj(10.Sudden).0,1.632786306632283,0.09599842734266793,1.4508878361866673,1.5660045503693085,1.6301917064543479,1.6956727810982082,1.8273367208617173,0.0011270551851950178
a_subj(10.Sudden).2,2.7105445926261336,0.2899230054419384,2.1937112137915795,2.5081407886630744,2.693625268512743,2.893698410997993,3.320103566651923,0.00980933682875183
a_subj(10.Sudden).4,1.6072894363555295,0.09302876634379957,1.4315023307096368,1.543389154427496,1.6055312920433102,1.6690623031213747,1.7962822622414176,0.0010231155510743394
a_subj(10.Sudden).6,5.653547059609014,0.5732091104717305,4.573507950248643,5.25831097233489,5.632245246449141,6.036608346231222,6.842016850142906,0.024790832089133293
a_subj(10.Sudden).8,1.3417228878189755,0.07607368905477277,1.1981764905380685,1.2898177803953415,1.3394869860775893,1.3916181897208906,1.4968415902669503,0.0010462086854062503
a_subj(10.Sudden).10,1.2629530470879824,0.07140086066747875,1.130360352778302,1.2138944970824912,1.2601000342368884,1.3097305268717074,1.4133197998771518,0.000863460208943787
a_subj(10.Sudden).12,1.8394431923672883,0.20864736546692206,1.5202342578715364,1.6982291647481698,1.8090483618808761,1.9459227336841844,2.35388441157948,0.0056267995208907715
a_subj(11.Gradual).1,2.303809444913998,0.3842076346134595,1.7687013701774488,2.0301298527214238,2.2201908547093545,2.4977948864223847,3.2644881362308293,0.016306505154924014
a_subj(11.Gradual).3,2.188998535878348,0.2651386664040463,1.7733902108840405,2.0039294702309385,2.153343744431069,2.3335538507024265,2.807378854313847,0.011182776657164035
a_subj(11.Gradual).5,1.5546990254267399,0.08961862639244575,1.3864033708289492,1.4930368236843745,1.5517844777457912,1.6137673891923818,1.738189751123746,0.0008900607329204219
a_subj(11.Gradual).7,3.780165083757457,0.6507479694855995,2.28776672159862,3.4034625192640826,3.8210086516324933,4.2069011548089295,4.992559727374976,0.03133533297120989
a_subj(11.Gradual).9,1.4263521022370371,0.08017202220855339,1.275979786943902,1.3711003217491102,1.42416293411075,1.4800401086805839,1.5927534716822418,0.0009910659704342277
a_subj(11.Gradual).11,1.621614597803756,0.1039012843418174,1.429281729304373,1.547917615352219,1.6177526398328315,1.6909062582476846,1.833833397996621,0.0015459036374039785
a_subj(11.Gradual).13,1.5355802022888763,0.0896397148918677,1.3664103785530612,1.473625480504596,1.5330732053632923,1.5951560857366807,1.7144436756755592,0.0012174767378185544
a_subj(11.Sudden).0,1.6048093457828878,0.1346631956478318,1.3664195282433662,1.5114780777019372,1.5959829270589987,1.6890430599223083,1.8934329338428375,0.0030094837563490614
a_subj(11.Sudden).2,2.124263837415286,0.2636603087016868,1.6822651361685512,1.934047510535529,2.1024359434331377,2.2887152547195275,2.6931198778962195,0.01047995185552137
a_subj(11.Sudden).4,1.4124228831089582,0.11385342312233977,1.2102369536605617,1.3330493086098008,1.40554470001101,1.4833999617231939,1.655649760535085,0.0022498316471546123
a_subj(11.Sudden).6,4.008526924222014,0.4405524912942555,3.206486825292431,3.7033718691619772,3.9861206353528797,4.287073368080744,4.943896098348621,0.017394614082379592
a_subj(11.Sudden).8,1.680231207147471,0.17470601910970734,1.3749093642433343,1.5567946140005704,1.6679386549899786,1.790890988184817,2.0630850858630643,0.003810796835013857
a_subj(11.Sudden).10,1.3050071979088733,0.06974415351785766,1.176689953974809,1.255964202458725,1.3034783661882468,1.351947878896347,1.4478810415821883,0.0007620536886338115
a_subj(11.Sudden).12,1.2495631292613472,0.09953919152392458,1.0759956023341528,1.1798957738224707,1.2429961700552978,1.3128987628031177,1.4606405442578232,0.002080887530447879
v(0.Gradual),1.3393344411016002,0.6848352501807203,-0.0032187643911207875,0.8786970985270964,1.3414960778753984,1.8039721848192642,2.6902293325204316,0.010080099140364117
v(0.Sudden),0.24193727915488292,0.7500261082499278,-1.2323289467789649,-0.259756439938634,0.2444842464881723,0.7510474434081256,1.7111600083896594,0.01173726582434909
v(1.Gradual),1.5621430570158272,0.6888686623746736,0.22922034682184034,1.096019527544006,1.5547230375499559,2.0324958382782055,2.9320121871949887,0.01861239390676845
v(1.Sudden),-0.49936114617471666,0.6652243677628802,-1.8309385784036667,-0.9406118332729827,-0.4943119191555727,-0.05142563227355618,0.8059664763279156,0.007692776313841525
v(2.Gradual),-0.03886771493393971,0.6569903137213294,-1.341508741110623,-0.474589897519839,-0.038181361674731046,0.40059095334705536,1.2576048915146611,0.007374504485133324
v(2.Sudden),-0.25999420921291816,0.6672198353138752,-1.5761121583336275,-0.7024044183237763,-0.26076106923752074,0.1798068755455458,1.0529243141312876,0.007140809607460883
v(3.Gradual),-0.8135430437303084,0.6642713010390571,-2.1193404500641986,-1.2592435412308312,-0.8151293300724854,-0.3635417593398955,0.4805739489862034,0.007621922541625549
v(3.Sudden),-0.4249700657950579,0.6591396420081584,-1.7326582931076508,-0.8642846561448504,-0.4242700285499461,0.010199595081659074,0.8684041744734015,0.007527000178282099
v(4.Gradual),-0.43637985070161134,0.6647034898349239,-1.7145489503458506,-0.8881033745568829,-0.44148785820155184,0.011603175365340113,0.8780962215529922,0.007639075256543883
v(4.Sudden),0.29884782175915847,0.6692881169104878,-0.9962459120678394,-0.16258232719970928,0.29783648219149084,0.7463671385256843,1.6196365730035356,0.00691233996258511
v(5.Gradual),-0.1803960682927307,0.6678715630735973,-1.4933261165327971,-0.6379364991851397,-0.17753343842428504,0.26542896567796853,1.1371335379472765,0.006957932310023883
v(5.Sudden),-0.20048019499098826,0.6617014266440805,-1.5132732941145846,-0.6434893443735665,-0.2017973582156808,0.2464795632619261,1.081555523055958,0.007786357322888853
v(6.Gradual),-0.37654736869569916,0.6718410343653891,-1.710495205610932,-0.8260873383661618,-0.3758982290974938,0.08041006178614063,0.949390970479459,0.00806491466327982
v(6.Sudden),0.13182755241160382,0.6789589032920755,-1.1832206775636784,-0.3306812694420632,0.12859632679069302,0.5931387023776102,1.4635189170132779,0.015282617912753288
v(7.Gradual),-0.637824168729767,0.6556632694373349,-1.921089796709917,-1.0759452414502182,-0.6327022311997815,-0.19611374046091384,0.6599159230986097,0.0064846640233268485
v(7.Sudden),-0.25223101129232856,0.659809163283722,-1.5351529383179294,-0.7043458035906212,-0.25285148456733325,0.19652456382917688,1.073438906854538,0.007009609668885244
v(8.Gradual),-0.2400576778888395,0.6618841278310112,-1.5478997497719404,-0.6915743708014221,-0.24098315867475012,0.19623973959801888,1.0617776361731557,0.006588479770915749
v(8.Sudden),0.06862388054419445,0.6721493012693874,-1.2371882534345402,-0.38913504500256635,0.0672053095916696,0.5240292697429422,1.3895088654666834,0.010098984271071242
v(9.Gradual),0.27666665213748676,0.661735295559832,-1.0359034952051174,-0.17425931932612476,0.27096810691149426,0.7277395918851315,1.58689158761463,0.006417557439106876
v(9.Sudden),0.5820461680141628,0.6713670799589082,-0.7453645986842182,0.13383261138289188,0.576511337058954,1.03709639575417,1.915483089533467,0.00796593879883533
v(10.Gradual),0.6610870339580933,0.6943316327181892,-0.6902931601446427,0.19387171730935954,0.6474282620813976,1.1285788901628617,2.0318790904239066,0.016331653707172527
v(10.Sudden),0.589499281119193,0.6654598137735022,-0.7103592238107348,0.136290836130247,0.5889908537190788,1.0428766013382071,1.8637430593408282,0.006748162393066781
v(11.Gradual),1.381428149061879,0.6778028854304177,0.05232651039435998,0.9226390540940351,1.3789929626884974,1.8422273595065843,2.7272261531641955,0.010266455872844455
v(11.Sudden),0.8933417633228413,0.6707717727564777,-0.44524646880993235,0.44959910991873425,0.8996325132851581,1.3417104213622544,2.211503475107998,0.007537561811116661
v_std,1.7809544738719827,0.11500566943105217,1.5748395705887805,1.7006112367082225,1.7767718298163848,1.8532170645213308,2.026356789205559,0.003191378581407408
v_subj(0.Gradual).1,-1.5384645646865294,1.0452524518421564,-3.586969849635028,-2.2355089516794475,-1.540087706079262,-0.8295619284584492,0.46035675785980246,0.015942332047214316
v_subj(0.Gradual).3,2.6615196021951255,0.31314081893572215,2.0829601744927286,2.446100638911532,2.648145236412911,2.868452931787358,3.303367420627277,0.008538125686587211
v_subj(0.Gradual).5,3.6024008417465447,0.4736930254911215,2.6949671946590104,3.27751926975928,3.5919701560967194,3.901262701769984,4.578566338460906,0.02116016235282128
v_subj(0.Gradual).7,3.84850691021799,0.40446474976180696,3.079704365419057,3.566089255169585,3.838909826556158,4.13333166379697,4.634975169439019,0.011561666061891808
v_subj(0.Gradual).9,3.0498105124105677,0.42286275191154077,2.2916030280494994,2.7520114993310956,3.0267760682923144,3.3208259527072004,3.925958259778856,0.00949015079374221
v_subj(0.Gradual).11,-2.50569813554836,0.3049901642372543,-3.1579508000958154,-2.6989458282042174,-2.4906206699318543,-2.2982360065502982,-1.9413360346315296,0.010131589208638003
v_subj(0.Gradual).13,0.041818584198952465,0.13300863049962938,-0.21641243274527744,-0.04970129432711917,0.04293975057507815,0.13051338175737037,0.30403232766410015,0.0014696605165721711
v_subj(0.Sudden).0,-2.043119717286997,1.3999195259186663,-4.76031849698936,-2.959754687404008,-2.028046997150783,-1.1081254947202361,0.6452474008235161,0.02039806765198777
v_subj(0.Sudden).2,0.24994676450037862,1.951963346143491,-3.5463614749277754,-1.0756872132497568,0.22209400478944952,1.5843838676989668,4.095708163175031,0.02531663714199215
v_subj(0.Sudden).4,-2.111853886872846,0.2989203731325198,-2.72038105094596,-2.3048253650152666,-2.102574543350223,-1.9114385598972423,-1.563115501315712,0.00478780466504728
v_subj(0.Sudden).6,1.669379497232354,0.24608465588299808,1.1850876346885455,1.5004187868242986,1.6723418131939956,1.8345040601939742,2.146875301211462,0.00322167675465038
v_subj(0.Sudden).8,1.6589622194232365,0.2636413748266572,1.1864828455401497,1.4695855821281727,1.6485106054022232,1.835630279374475,2.1894628044416358,0.005869155300716423
v_subj(0.Sudden).10,0.46968623369087464,0.14121205170945075,0.19660117614343675,0.37514671090653406,0.46937729735501926,0.5641072731507534,0.7543519129219143,0.0015938146773177466
v_subj(0.Sudden).12,1.1443902007861644,0.1941962246026277,0.7737583315619465,1.016063991615225,1.142353338945115,1.2710127281910126,1.534822622510702,0.0024816357431939806
v_subj(1.Gradual).1,1.0516949746175874,0.16779352138417467,0.7234236372713021,0.9375490116225838,1.0514948784879534,1.1638564357834806,1.380507499032934,0.002273480940391593
v_subj(1.Gradual).3,2.489486293598705,0.3485068827762075,1.8657924769566028,2.2393245365617624,2.4683323647581883,2.7134515883221213,3.2283806611762267,0.009046414250837471
v_subj(1.Gradual).5,3.201329439253496,1.2542941880938105,0.8076651545107035,3.043150793307888,3.6597664084867154,4.038374819615726,4.7060127499340245,0.11937336931547457
v_subj(1.Gradual).7,1.5999346090274502,0.2538093149428861,1.1132150615090606,1.4267829083695203,1.5998940127619155,1.7679026770932753,2.1082149509218504,0.0039060383507345245
v_subj(1.Gradual).9,3.0614041006316333,0.39746623073610216,2.3359819872692436,2.78694112984222,3.039235759397507,3.3219037743545368,3.8822991400074995,0.007311768056529615
v_subj(1.Gradual).11,-2.000197988544203,0.24873306789368804,-2.490524640485552,-2.1671882141328926,-1.9975414100152666,-1.8349998880675633,-1.5205871850043768,0.005151109470268591
v_subj(1.Gradual).13,1.4050594204123434,0.27229772519243045,0.9267089014160378,1.1987117234565106,1.3919236503464076,1.5996850836522487,1.9564249671107965,0.007206948993224371
v_subj(1.Sudden).0,0.025126206280260785,0.13130001609066058,-0.23229370045574033,-0.06316565962833637,0.026582275768725933,0.11431463329032526,0.2816020025614703,0.0013595844386771888
v_subj(1.Sudden).2,-1.8432428353585448,0.2505490920091082,-2.356885935815942,-2.0089722840585096,-1.8370056278212281,-1.6730653160480102,-1.3710613344478186,0.005994903652291329
v_subj(1.Sudden).4,-0.9948060682349759,0.1513990013764284,-1.3049533662679862,-1.0945849344345193,-0.9940054744449354,-0.8908802216547907,-0.7052878689856501,0.0018132217512736113
v_subj(1.Sudden).6,-2.045541154636945,0.2793417702028592,-2.63771823494365,-2.224747015946853,-2.0254854225769163,-1.8478961402261136,-1.5486066638194147,0.007988669396857953
v_subj(1.Sudden).8,0.42769395645624453,0.13071804301445517,0.17248178469430975,0.33999766634040013,0.4260301354388,0.5159517094624975,0.6856131478713043,0.0012809637552139738
v_subj(1.Sudden).10,0.009440708025536303,0.0950273020836921,-0.17529631066089787,-0.053748612602317336,0.009445958407010763,0.07512833261900775,0.19401058021456064,0.0010720574564763489
v_subj(1.Sudden).12,0.1357011290362133,0.12663833103050798,-0.11094580120046921,0.04980540280890455,0.13441130852303995,0.2216683889794414,0.385839996662549,0.0011315465184643394
v_subj(2.Gradual).1,-0.11689586415726108,0.13477742382324936,-0.3834302715793425,-0.2079973742743637,-0.11558888382447181,-0.025949857616104577,0.14295078692984353,0.001424617551620545
v_subj(2.Gradual).3,0.1160034406889546,0.17885284075274657,-0.2357850792174082,-0.00385543892687662,0.11800443152768303,0.23797431403554414,0.4611007285778139,0.0018335555971446828
v_subj(2.Gradual).5,-0.03740908753531833,0.14802146471436664,-0.3287517364875744,-0.1394742142047484,-0.03576959442913091,0.06307233355237599,0.2519478705072298,0.001597809645854261
v_subj(2.Gradual).7,0.6813874117914724,0.1958145678395979,0.30388147038749425,0.549939584104904,0.6805093425633241,0.8114957583215321,1.0726506524607478,0.002187601031405701
v_subj(2.Gradual).9,0.4817953846967046,0.2095577552557342,0.06863815143083063,0.3395165696743991,0.48068396363844956,0.6255172835742943,0.8884805061029755,0.0020844213736585316
v_subj(2.Gradual).11,-3.3226533454173803,0.4264106182820678,-4.218991631473084,-3.6044739465605025,-3.311604326021228,-3.0305428412560884,-2.5228190128112473,0.01858243039055143
v_subj(2.Gradual).13,1.2395336898907785,0.20959257427310812,0.8649012613669835,1.0968182878244428,1.2258479937705036,1.3670949419895988,1.6832873666534325,0.003886642255630797
v_subj(2.Sudden).0,0.6004356543336558,0.13682408371364627,0.3435087103722335,0.5060398187041136,0.5981842692729105,0.6899823921936327,0.8782209029195366,0.0014314833854265061
v_subj(2.Sudden).2,-2.1581068274031545,0.46896573959617505,-3.1440354444881797,-2.48267465518764,-2.1009370547885213,-1.7957162140468492,-1.3959687955386255,0.014809751615301172
v_subj(2.Sudden).4,-1.6007420243647987,0.2356399243082925,-2.0916170960640983,-1.7495173931528099,-1.590294998736554,-1.4356995779178516,-1.1705265494233572,0.0033619024097818486
v_subj(2.Sudden).6,-0.2620009726931432,0.12296401883940392,-0.49993208442639947,-0.3453913571490205,-0.2626772007083248,-0.18075710392609023,-0.015230246096000766,0.0013714564920593475
v_subj(2.Sudden).8,0.17649142248730498,0.13264492717334195,-0.0814822150293176,0.08591617092871695,0.17540192236058882,0.26516175691509913,0.43801080715162133,0.0014267382752498328
v_subj(2.Sudden).10,-0.20500652241982972,0.11797736443404586,-0.4418937795536746,-0.28261690594200134,-0.20468824085487247,-0.12494583286258099,0.02600287055925521,0.0012423775496810323
v_subj(2.Sudden).12,0.7999237515061146,0.1527552140065872,0.5221786685910575,0.6958480170089211,0.7921989630032333,0.899524735118703,1.1129688002816571,0.0020328656415000024
v_subj(3.Gradual).1,-0.9427102192875211,0.13180513845771177,-1.2168351973092957,-1.0276912248951817,-0.9379441504196684,-0.8522193721549451,-0.6952929692633599,0.002132721308627974
v_subj(3.Gradual).3,-2.066526564805434,0.2449800228944182,-2.5827101685417557,-2.2244906359824985,-2.058758513828437,-1.8971404013725601,-1.6099616643245185,0.005752272144957308
v_subj(3.Gradual).5,-0.8724834721358379,0.157738183346011,-1.2006017220562266,-0.9745151653039905,-0.8672431907690021,-0.7653270514088134,-0.5793027969011644,0.0021245074904628525
v_subj(3.Gradual).7,-0.4273292375763822,0.2466923907772407,-0.9120432149597065,-0.5917529827762029,-0.4292671189131856,-0.26087053068071847,0.0627411689414965,0.002859079501979233
v_subj(3.Gradual).9,-1.5803514339217406,0.22120730062819285,-2.025626599107645,-1.7275251203860744,-1.5754664045080742,-1.4296688217410503,-1.1537869484441852,0.0030501034759914765
v_subj(3.Gradual).11,-1.0278577599576741,0.15567943972897136,-1.3589102394343358,-1.1250356276472302,-1.0185036868852786,-0.9200206975381406,-0.7527392567224359,0.002648055966671177
v_subj(3.Gradual).13,0.3020043431651157,0.09901512554963145,0.11176220710558143,0.23493416285995597,0.29996336045193395,0.36643544896119273,0.502368651575493,0.001066853350284555
v_subj(3.Sudden).0,0.9780277293330489,0.16852407777755396,0.6598176038543797,0.8636528657857586,0.9725960599197436,1.0873818356108211,1.3267084319626659,0.0025013712592950065
v_subj(3.Sudden).2,-2.9048494251323023,0.3358119588233921,-3.59037803579409,-3.1263099684294158,-2.893060910244218,-2.6755106403427713,-2.2618801887035467,0.010613823603539876
